"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Row (Cable)";"3";"80.0";"12";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Row (Cable)";"4";"80.0";"10";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Row (Cable)";"5";"70.0";"14";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Incline Bench Press (Dumbbell)";"1";"26.0";"14";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Incline Bench Press (Dumbbell)";"2";"32.0";"13";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Incline Bench Press (Dumbbell)";"3";"34.0";"13";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Incline Bench Press (Dumbbell)";"4";"34.0";"13";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Incline Bench Press (Dumbbell)";"5";"34.0";"11";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Overhead Press (Dumbbell)";"1";"26.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Overhead Press (Dumbbell)";"2";"26.0";"15";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Overhead Press (Dumbbell)";"3";"26.0";"15";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Chest Fly";"1";"65.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Chest Fly";"2";"65.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Chest Fly";"3";"65.0";"12";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Bicep Curl (Cable)";"1";"25.0";"17";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Bicep Curl (Cable)";"2";"28.75";"14";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Bicep Curl (Cable)";"3";"25.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Triceps Pushdown (Cable - Straight Bar)";"1";"25.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Triceps Pushdown (Cable - Straight Bar)";"2";"32.5";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Triceps Pushdown (Cable - Straight Bar)";"3";"36.25";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Triceps Pushdown (Cable - Straight Bar)";"4";"36.25";"14";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Lateral Raise (Machine)";"1";"30.0";"16";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Lateral Raise (Machine)";"2";"32.5";"15";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Lateral Raise (Machine)";"3";"32.5";"14";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Lateral Raise (Machine)";"4";"32.5";"12";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"90/90";"1";"0.0";"15";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"ATG";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Cossack Squats";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Squat/Hamstring strech";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Thoracic Twists";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Cat/Cow";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Seal/Child";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Shoulder Mobility";"1";"0.0";"10";"";"";"";"";""
"618";"2024-05-28 16:29:09";"Mobility";"746";"Supine Angels";"1";"0.0";"10";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Romanian Deadlift (Barbell)";"1";"50.0";"16";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Romanian Deadlift (Barbell)";"2";"70.0";"16";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Romanian Deadlift (Barbell)";"3";"70.0";"11";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Romanian Deadlift (Barbell)";"4";"70.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Lying Leg Curl (Machine)";"1";"47.5";"16";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Lying Leg Curl (Machine)";"2";"50.0";"14";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Lying Leg Curl (Machine)";"3";"52.5";"13";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Lying Leg Curl (Machine)";"4";"52.5";"10";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Front Squat (Barbell)";"1";"50.0";"16";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Front Squat (Barbell)";"2";"60.0";"14";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Front Squat (Barbell)";"3";"65.0";"14";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Front Squat (Barbell)";"4";"65.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Front Squat (Barbell)";"5";"65.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"1";"53.0";"18";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"2";"60.0";"16";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"3";"60.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"4";"60.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"5";"46.0";"12";"";"";"";"";""
"619";"2024-05-28 17:01:14";"Lower(2)";"3619";"Bicep Curl (Machine)";"6";"39.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Seated Row (Machine)";"1";"62.5";"16";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Seated Row (Machine)";"2";"80.0";"13";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Seated Row (Machine)";"3";"80.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Seated Row (Machine)";"4";"80.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Seated Row (Machine)";"5";"85.0";"10";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Bench Press (Barbell)";"1";"50.0";"15";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Bench Press (Barbell)";"2";"70.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Bench Press (Barbell)";"3";"70.0";"9";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Bench Press (Barbell)";"4";"70.0";"9";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Bench Press (Barbell)";"5";"70.0";"8";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lat Pulldown (Cable)";"1";"70.0";"16";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lat Pulldown (Cable)";"2";"80.0";"14";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lat Pulldown (Cable)";"3";"90.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lat Pulldown (Cable)";"4";"90.0";"10";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Curl (Dumbbell)";"1";"10.0";"14";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Curl (Dumbbell)";"2";"12.0";"15";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Curl (Dumbbell)";"3";"12.0";"13";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Incline Curl (Dumbbell)";"4";"12.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Reverse Fly (Dumbbell)";"1";"6.0";"17";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Reverse Fly (Dumbbell)";"2";"6.0";"17";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Reverse Fly (Dumbbell)";"3";"6.0";"18";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Reverse Fly (Dumbbell)";"4";"6.0";"15";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Triceps Pushdown (Cable - Straight Bar)";"1";"32.5";"20";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Triceps Pushdown (Cable - Straight Bar)";"2";"36.25";"16";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Triceps Pushdown (Cable - Straight Bar)";"3";"36.25";"14";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lateral Raise (Dumbbell)";"1";"10.0";"17";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lateral Raise (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"620";"2024-05-30 17:16:19";"Upper 2(back)";"3959";"Lateral Raise (Dumbbell)";"3";"6.0";"16";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Pull Up";"2";"10.0";"12";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Pull Up";"3";"15.0";"10";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Pull Up";"4";"15.0";"9";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Pull Up";"5";"0.0";"16";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Incline Bench Press (Dumbbell)";"1";"26.0";"15";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Incline Bench Press (Dumbbell)";"2";"32.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Incline Bench Press (Dumbbell)";"3";"34.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Incline Bench Press (Dumbbell)";"4";"34.0";"10";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Incline Bench Press (Dumbbell)";"5";"34.0";"9";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Seated Overhead Press (Dumbbell)";"1";"26.0";"16";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Seated Overhead Press (Dumbbell)";"2";"26.0";"12";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Seated Overhead Press (Dumbbell)";"3";"24.0";"13";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"1";"60.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"2";"53.0";"16";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"3";"53.0";"13";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"4";"53.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"5";"39.0";"12";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Bicep Curl (Machine)";"6";"39.0";"18";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Triceps Extension (Machine)";"1";"95.0";"18";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Triceps Extension (Machine)";"2";"102.5";"18";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Triceps Extension (Machine)";"3";"102.5";"16";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Chest Fly";"1";"65.0";"18";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Chest Fly";"2";"72.5";"13";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Chest Fly";"3";"65.0";"13";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Lateral Raise (Machine)";"1";"32.5";"17";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Lateral Raise (Machine)";"2";"35.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Lateral Raise (Machine)";"3";"35.0";"14";"";"";"";"";""
"621";"2024-06-03 15:30:05";"Upper 1(chest)";"5638";"Lateral Raise (Machine)";"4";"35.0";"12";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Incline Bench Press (Dumbbell)";"1";"20.0";"16";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Incline Bench Press (Dumbbell)";"2";"28.0";"14";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Incline Bench Press (Dumbbell)";"3";"34.0";"15";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Incline Bench Press (Dumbbell)";"4";"34.0";"12";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Incline Bench Press (Dumbbell)";"5";"34.0";"12";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Overhead Press (Dumbbell)";"1";"26.0";"16";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Overhead Press (Dumbbell)";"2";"26.0";"14";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Overhead Press (Dumbbell)";"3";"26.0";"12";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lat Pulldown (Cable)";"1";"70.0";"16";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lat Pulldown (Cable)";"2";"80.0";"16";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lat Pulldown (Cable)";"3";"90.0";"14";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lat Pulldown (Cable)";"4";"90.0";"11";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Leg Curl (Machine)";"1";"55.0";"18";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Leg Curl (Machine)";"2";"60.0";"18";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Leg Curl (Machine)";"3";"65.0";"12";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Seated Leg Curl (Machine)";"4";"62.5";"13";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Bicep Curl (Machine)";"1";"60.0";"17";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Bicep Curl (Machine)";"2";"62.5";"13";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Bicep Curl (Machine)";"3";"60.0";"9";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Bicep Curl (Machine)";"4";"53.0";"13";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Bicep Curl (Machine)";"5";"46.0";"15";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Triceps Pushdown (Cable - Straight Bar)";"1";"33.75";"19";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Triceps Pushdown (Cable - Straight Bar)";"2";"36.25";"18";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Triceps Pushdown (Cable - Straight Bar)";"3";"36.25";"13";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lateral Raise (Dumbbell)";"1";"10.0";"16";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lateral Raise (Dumbbell)";"2";"10.0";"18";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lateral Raise (Dumbbell)";"3";"6.0";"20";"";"";"";"";""
"622";"2024-06-07 13:41:39";"Mittags-Workout";"4561";"Lateral Raise (Dumbbell)";"4";"6.0";"21";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Incline Bench Press (Dumbbell)";"1";"20.0";"16";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Incline Bench Press (Dumbbell)";"2";"28.0";"14";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Incline Bench Press (Dumbbell)";"3";"34.0";"15";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Incline Bench Press (Dumbbell)";"4";"34.0";"12";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Incline Bench Press (Dumbbell)";"5";"34.0";"10";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Seated Overhead Press (Dumbbell)";"1";"26.0";"16";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Seated Overhead Press (Dumbbell)";"2";"26.0";"14";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Seated Overhead Press (Dumbbell)";"3";"26.0";"12";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lat Pulldown (Cable)";"1";"80.0";"16";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lat Pulldown (Cable)";"2";"90.0";"16";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lat Pulldown (Cable)";"3";"90.0";"11";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lat Pulldown (Cable)";"4";"80.0";"11";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lying Leg Curl (Machine)";"1";"50.0";"19";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lying Leg Curl (Machine)";"2";"55.0";"14";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lying Leg Curl (Machine)";"3";"55.0";"13";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lying Leg Curl (Machine)";"4";"52.5";"16";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Bicep Curl (Cable)";"1";"23.75";"18";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Bicep Curl (Cable)";"2";"26.25";"17";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Bicep Curl (Cable)";"3";"23.75";"15";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Bicep Curl (Cable)";"4";"18.75";"20";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Triceps Pushdown (Cable - Straight Bar)";"1";"33.75";"21";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Triceps Pushdown (Cable - Straight Bar)";"2";"36.25";"14";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Triceps Pushdown (Cable - Straight Bar)";"3";"33.75";"14";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lateral Raise (Dumbbell)";"1";"10.0";"17";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lateral Raise (Dumbbell)";"2";"10.0";"18";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lateral Raise (Dumbbell)";"3";"8.0";"18";"";"";"";"";""
"623";"2024-06-10 13:36:48";"Mittags-Workout";"6220";"Lateral Raise (Dumbbell)";"4";"8.0";"21";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Incline Bench Press (Barbell)";"1";"50.0";"14";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Incline Bench Press (Barbell)";"2";"70.0";"12";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Incline Bench Press (Barbell)";"3";"70.0";"11";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Incline Bench Press (Barbell)";"4";"70.0";"10";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lat Pulldown (Cable)";"1";"60.0";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lat Pulldown (Cable)";"2";"80.0";"13";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lat Pulldown (Cable)";"3";"80.0";"10";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lat Pulldown (Cable)";"4";"80.0";"7";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lat Pulldown (Cable)";"5";"80.0";"6";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Pullover (Machine)";"1";"26.25";"14";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Pullover (Machine)";"2";"26.25";"14";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Pullover (Machine)";"3";"21.25";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Triceps Extension (Machine)";"1";"102.5";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Triceps Extension (Machine)";"2";"102.5";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Triceps Extension (Machine)";"3";"102.5";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Bicep Curl (Machine)";"1";"60.0";"13";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Bicep Curl (Machine)";"2";"53.0";"14";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Bicep Curl (Machine)";"3";"53.0";"12";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Bicep Curl (Machine)";"4";"39.0";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Bicep Curl (Machine)";"5";"39.0";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lateral Raise (Dumbbell)";"3";"8.0";"16";"";"";"";"";""
"624";"2024-06-14 14:23:12";"Upper 2(back)";"4690";"Lateral Raise (Dumbbell)";"4";"8.0";"16";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"1";"87.5";"16";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"2";"87.0";"16";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"3";"102.5";"19";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"4";"102.5";"18";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"5";"102.5";"18";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Leg Press (Machine)";"6";"102.5";"16";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Lying Leg Curl (Machine)";"1";"50.0";"17";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Lying Leg Curl (Machine)";"2";"52.5";"17";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Lying Leg Curl (Machine)";"3";"52.5";"17";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Leg Extension (Machine)";"1";"50.0";"30";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Leg Extension (Machine)";"2";"50.0";"30";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Leg Extension (Machine)";"3";"50.0";"30";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Standing Leg Curl";"1";"30.0";"14";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Standing Leg Curl";"2";"25.0";"15";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Standing Leg Curl";"3";"25.0";"15";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Calf Raise (Plate Loaded)";"1";"30.0";"20";"";"";"";"";""
"625";"2024-06-15 15:05:16";"Nachmittags-Workout";"4681";"Seated Calf Raise (Plate Loaded)";"2";"30.0";"21";"";"";"";"";""
